brand,model,model_year,list_price,color,configuration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,vin_number,image_link,dealer_address
Chevrolet,Blazer,2019,33523,Red,,Used,"SUV, Crossover",Other,Gasoline,3GNKBJRS9KS682649,89024,,S12649,,
Honda,Odyssey,2018,28990,White,,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,211246,,5FNRL6H41JB502270,,
Toyota,Venza,2009,11500,"SUV, Crossover",,Used,Front-wheel drive (FWD),Automatic,Gasoline,,191000,,,,
Nissan,Kicks,2019,18495,Black,,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,110413,,3N1CP5CU6KL503769,,
Porsche,911,2016,234995,Purple,,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,33091,,WP0AF2A93GS192959,,
Ford,Mustang Mach-E,2022,44990,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Electric,22000,,3FMTK3SU4NMA09230,,
Volkswagen,Golf,2021,25990,Red,,Used,Hatchback,Other,Automatic,Gasoline,91091,,3VWG57AU0MM002888,,
BMW,X5,2022,63990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,62263,,5UXCR6C05N9L34558,,
Volkswagen,Passat,2015,7900,Black,,Used,Sedan,Front-wheel drive (FWD),Automatic,Diesel,282000,,,,
Chevrolet,Suburban,2019,41990,White,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,135108,,1GNSKGKC1KR307203,,
Cadillac,XT4,2022,35990,Grey,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,40431,,1GYAZAR42NF167366,,
Honda,CR-V,2011,5500,"SUV, Crossover",,Used,4 x 4,Automatic,Gasoline,,437622,,,,
Other,Other,2009,0,,,Used,,,,,29999,,,,
Dodge,Power Ram 2500,2012,5000,,,Used,,,,,200000,,,,
Volkswagen,Jetta,2010,3500,Wagon,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,200000,,,,
Ram,1500,2019,41592,White,,Used,Pickup Truck,Other,Gasoline,1C6SRFLT6KN758199,133986,,N946770A,,
Ford,F-150,2022,47990,Grey,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,67228,,1FTFW1E56NKF03384,,
Subaru,WRX,2021,34937,Red,,Used,Sedan,Other,Gasoline,JF1VA1D63M9818997,12675,,PA8997,,
Subaru,XV Crosstrek,2021,28000,White,,Used,"SUV, Crossover",Other,Gasoline,JF2GTAPC4M8281983,48518,,PL1983,,
Jeep,Grand Cherokee,2018,26555,Red,,Used,"SUV, Crossover",Other,Gasoline,1C4RJFBG7JC132402,122742,,N939674A,,
Jeep,Wrangler,2021,41888,Blue,,Used,"SUV, Crossover",Other,Hybrid-Electric,1C4HJXDG7MW623666,52121,,PA3666,,
Jeep,Grand Cherokee,2019,35253,Red,,Used,"SUV, Crossover",Other,Gasoline,1C4RJFBG4KC708688,51219,,N626432B,,
Nissan,Leaf,2015,10998,Grey,,Used,Hatchback,Other,Electric,1N4AZ0CP7FC321680,90563,,S11680,,
Volkswagen,Atlas,2019,26994,White,,Used,"SUV, Crossover",Other,Gasoline,1V2HR2CA0KC554907,117829,,PA4907,,
Chevrolet,Cruze,2019,18877,White,,Used,Sedan,Other,Gasoline,1G1BF5SM1K7100972,134107,,N594266A,,
Nissan,Leaf,2017,15994,Red,,Used,Hatchback,Other,Electric,1N4BZ0CP6HC306336,47929,,PA6336,,
Chrysler,Town & Country,2016,16530,Red,,Used,"Minivan, Van",Other,Gasoline,2C4RC1JG5GR240693,153897,,PS0693,,
Chrysler,Grand Caravan,2021,29238,Silver,,Used,"Minivan, Van",Other,Gasoline,2C4RC1ZG6MR554918,111845,,S24918,,
Volkswagen,Jetta,2023,35640,Red,,Used,Sedan,Other,Gasoline,3VW2T7BU4PM007448,13279,,PA7448,,
Jeep,Compass,2019,24888,White,,Used,"SUV, Crossover",Other,Gasoline,3C4NJDBB2KT599806,125582,,S19806,,
Chevrolet,Trax,2014,14877,Blue,,Used,"SUV, Crossover",Other,Gasoline,3GNCJPEB8EL182884,68715,,PA2884,,
Porsche,911,2016,234995,Purple,,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,33091,,WP0AF2A93GS192959,,
Jeep,Wrangler,2016,25998,Black,,Used,"SUV, Crossover",Other,Gasoline,1C4HJWEG1GL300969,134204,,PA0285A,,
Volvo,XC90,2019,35490,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,117000,,YV4A22PM8K1502980,,
Dodge,Durango,2021,48749,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,53000,,1C4SDJCT6MC832505,,
Nissan,Rogue,2015,3999,"SUV, Crossover",,Used,All-wheel drive (AWD),Automatic,Gasoline,,300000,,,,
Jaguar,F-Type,2020,59790,Black,,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,26787,,SAJDD1EV6LCK68135,,
Ford,F-150,2016,26341,Black,,Used,Pickup Truck,Other,Gasoline,1FTEW1EPXGFC22178,97087,,PA6022A,,
Ford,Mustang,2021,44899,Red,,Used,Coupe (2 door),Other,Gasoline,1FA6P8CF7M5124737,37982,,S14737,,
Cadillac,ATS,2017,23744,Silver,,Used,Sedan,Other,Gasoline,1G6AH5SX9H0175978,128996,,S15978,,
Hyundai,Tucson,2016,15909,Black,,Used,"SUV, Crossover",Other,Gasoline,KM8J3CA20GU042034,136081,,N594267A,,
Kia,Sorento,2020,24877,Grey,,Used,"SUV, Crossover",Other,Gasoline,5XYPGDA30LG685710,94567,,N599334A,,
Chevrolet,Cruze,2016,13490,White,,Used,Sedan,Other,Gasoline,1G1PE5SB1G7211634,131367,,PA1634,,
Jeep,Cherokee,2019,22942,Blue,,Used,"SUV, Crossover",Other,Gasoline,1C4PJMBX4KD421759,157059,,PA6178A,,
Audi,A4,2017,21949,White,,Used,Sedan,Other,Gasoline,WAUANAF43HN003735,100645,,PA3735,,
Jeep,Wrangler,2022,49887,Black,,Used,"SUV, Crossover",Other,Hybrid-Electric,1C4HJXDG7NW129244,35732,,PA9244,,
Dodge,Charger,2019,30844,Grey,,Used,Sedan,Other,Gasoline,2C3CDXHG9KH667437,80208,,S17437,,
Jeep,Other,2024,58964,Grey,,Used,"SUV, Crossover",Other,Gasoline,1C4PJXDN5RW170620,9713,,PA0620,,
Chevrolet,Colorado,2020,39987,Black,,Used,Pickup Truck,Other,Gasoline,1GCGTDENXL1224392,82059,,PA4392,,
Dodge,Journey,2019,26866,Black,,Used,"SUV, Crossover",Other,Gasoline,3C4PDDFG2KT732439,82176,,S12439,,
Ford,F-150,2021,52877,White,,Used,Pickup Truck,Other,Gasoline,1FTFW1E88MKE14232,61333,,N650763A,,
Jeep,Cherokee,2021,34728,Grey,,Used,"SUV, Crossover",Other,Gasoline,1C4PJMBX7MD140364,48676,,S10364,,
Jeep,Compass,2021,29526,Grey,,Used,"SUV, Crossover",Other,Gasoline,3C4NJDDB9MT531194,82586,,N594264A,,
GMC,Sierra 1500,2019,39877,Brown,,Used,Pickup Truck,Other,Gasoline,1GTU9DED0KZ162817,151761,,S12817,,
Hyundai,Tucson,2016,13653,Grey,,Used,"SUV, Crossover",Other,Gasoline,KM8J3CA48GU071816,197962,,T663653AA,,
Chevrolet,Equinox,2020,26922,Black,,Used,"SUV, Crossover",Other,Gasoline,2GNAXUEV3L6195817,33529,,PA5817,,
Chevrolet,Silverado 1500,2019,41526,Blue,,Used,Pickup Truck,Other,Gasoline,1GCUYDED9KZ416673,69095,,S16673,,
Jeep,Cherokee,2020,28987,Beige,,Used,"SUV, Crossover",Other,Gasoline,1C4PJMBX6LD570126,91895,,PA3326AA,,
Kia,Sportage,2016,17261,White,,Used,"SUV, Crossover",Other,Gasoline,KNDPCCAC7G7858485,119147,,S18485,,
Jeep,Grand Cherokee,2019,33877,Blue,,Used,"SUV, Crossover",Other,Gasoline,1C4RJFBG5KC809657,100454,,S19657,,
Nissan,Qashqai,2020,23993,Blue,,Used,"SUV, Crossover",Other,Gasoline,JN1BJ1CV2LW273223,38473,,S22435AA,,
Chevrolet,Equinox,2021,27842,Grey,,Used,"SUV, Crossover",Other,Gasoline,2GNAXUEV2M6119958,66002,,PA9958,,
Nissan,Leaf,2015,9623,Blue,,Used,Hatchback,Other,Electric,1N4AZ0CP3FC325953,121216,,S17793A,,
Jeep,Wrangler,2022,50899,Grey,,Used,"SUV, Crossover",Other,Hybrid-Electric,1C4HJXEG2NW104332,30002,,S14332,,
Jeep,Wrangler,2023,53885,Red,,Used,"SUV, Crossover",Other,Hybrid-Electric,1C4HJXDGXPW506684,6797,,S16684,,
Nissan,Leaf,2016,10998,Blue,,Used,Hatchback,Other,Electric,1N4AZ0CP1GC304147,146843,,PA4147,,
Mazda,CX-5,2020,27863,Grey,,Used,"SUV, Crossover",Other,Gasoline,JM3KFBCMXL1783934,86283,,PA3934,,
Jeep,Compass,2020,29987,Red,,Used,"SUV, Crossover",Other,Gasoline,3C4NJDCB2LT211778,82636,,PA1778,,
Ford,F-150,2020,38627,White,,Used,Pickup Truck,Other,Gasoline,1FTEW1EP7LFB10268,80959,,S10268,,
Buick,Encore,2020,25805,White,,Used,"SUV, Crossover",Other,Gasoline,KL4MMESL2LB130391,34089,,S10391,,
Jeep,Compass,2017,19877,Red,,Used,"SUV, Crossover",Other,Gasoline,1C4NJCAB9HD187571,107340,,PA7571,,
Kia,Rio,2012,9995,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,105000,,,,
MINI,Cooper S Countryman,2020,26995,Black,,Used,"SUV, Crossover",Other,Gasoline,WMZYX1C03L3M01934,122881,,PL6293A,,
Porsche,Taycan,2022,179793,Other,,Used,"Minivan, Van",All-wheel drive (AWD),Automatic,Electric,11118,,WP0CD2Y18NSA85064,,
Nissan,Rogue,2015,3999,"SUV, Crossover",,Used,All-wheel drive (AWD),Automatic,Gasoline,,300000,,,,
Porsche,911,2016,234995,Purple,,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,33091,,WP0AF2A93GS192959,,
Toyota,Corolla,2010,0,,,Used,,,,,500000,,,,
Toyota,C-HR,2018,24500,Blue,,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,20493,,NMTKHMBXXJR064885,,
Mercedes-AMG,C-Class,2016,28990,Grey,,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,99017,,55SWF6EB5GU155644,,
Mitsubishi,RVR,2023,35990,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,28964,,JA4AJVAWXPU600264,,
Dodge,Durango,2021,48749,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,53000,,1C4SDJCT6MC832505,,
Mitsubishi,RVR,2022,30990,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,26000,,JA4AJVAW1NU606886,,
Ford,Edge,2019,18900,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,113871,,2FMPK4J9XKBB50532,,
Ford,F-150,2019,32990,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,137650,,1FTEW1EP6KKC62273,,
Hyundai,Accent,2012,5500,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,240000,,,,
Chevrolet,Cruze,2018,15595,Silver,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,31867,,,,
Mazda,Mazda3 Sport,2014,11990,Black,,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,142006,,JM1BM1L79E1106881,,
Toyota,Highlander,2017,29990,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,167158,,5TDJZRFH5HS521574,,
Kia,Rio 5-Door,2007,3000,Front-wheel drive (FWD),,Used,Manual,Gasoline,,,153400,,,,
