brand,model,model_year,list_price,color,configuration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,vin_number,image_link,dealer_address
Toyota,Corolla,2016,15495,Silver,,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,146905,,2T1BURHE8GC541573,,
Audi,Q7,2018,29980,Other,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,184449,,WA1MAAF77JD042601,,
Audi,RS5,2018,58049,Other,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,113754,,WUARWAF59JA903860,,
Kia,Rio,2012,11500,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,105000,,,,
Ford,Escape,2017,14493,Black,,Used,"SUV, Crossover",Other,Gasoline,1FMCU0GD1HUA34474,146109,,S14474,,
Ram,1500 Classic,2023,54825,Black,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT9PG676165,,
Ram,1500 Classic,2023,54447,White,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT0PG676166,,
Dodge,Challenger,2023,54475,Other,,New,Coupe (2 door),All-wheel drive (AWD),Automatic,Gasoline,0,,2C3CDZKG0PH696739,,
Ram,1500 Classic,2023,54825,Black,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT6PG676169,,
Chrysler,300-Series,2023,76890,White,,New,Sedan,All-wheel drive (AWD),Automatic,Gasoline,0,,2C3CCAPJ0PH685393,,
Jeep,Cherokee,2015,16211,"SUV, Crossover",,Used,4 x 4,Automatic,Gasoline,1C4PJMCS1FW505163,135420,,PA5163,,
Ram,1500 Classic,2023,54447,Red,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT2PG676167,,
GMC,Other,2023,74500,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,13974,,1GT19ME77PF219844,,
Ram,1500 Classic,2023,54447,Red,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT2PG676170,,
Ram,1500,2023,55225,Black,,New,Pickup Truck,Other,Automatic,Gasoline,0,,1C6RR7TT7PS597228,,
Ram,1500,2024,98175,White,,New,Pickup Truck,Other,Automatic,Gasoline,0,,1C6SRFHT8RN188502,,
Chrysler,Pacifica,2024,57015,White,,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,0,,2C4RC1FG8RR108507,,
Dodge,Avenger,2013,0,Red,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,246171,,1C3CDZCB9DN759519,,
Ram,1500 Classic,2023,54783,Blue,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT4PG676168,,
Buick,Enclave,2017,26917,Red,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,124084,,5GAKVCKD3HJ172347,,
Ram,1500 Classic,2023,54783,Blue,,New,Pickup Truck,Other,Automatic,Gasoline,0,,3C6RR7KT4PG676171,,
Toyota,Venza,2022,48990,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Hybrid-Electric,36598,,JTEAAAAH4NJ098443,,
Toyota,Venza,2021,49990,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Hybrid-Electric,64000,,JTEAAAAH4MJ038810,,
Dodge,Charger,2021,33911,White,,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,65004,,2C3CDXHG1MH501805,,
Ram,1500,2016,25877,Grey,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,93260,,3C6RR7KT2GG283768,,
Porsche,Cayenne,2023,102285,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,27897,,WP1AA2AY2PDA01525,,
Audi,RS5,2018,58049,Other,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,113754,,WUARWAF59JA903860,,
Ram,2500,2019,39998,Black,,Used,Other,4 x 4,Automatic,Gasoline,104425,,3C6UR5HJ3KG585115,,
Mercedes-Benz,GLE,2017,36990,Other,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,66410,,4JGDA5GB1HA838235,,
Audi,Q7,2018,29980,Other,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,184449,,WA1MAAF77JD042601,,
Honda,Civic,2018,15999,Sedan,,Used,Front-wheel drive (FWD),Manual,Gasoline,,200,,,,
Ford,Ranger,2019,38500,,,Used,,,,,54000,,,,
Hyundai,Sonata,2009,1600,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,299000,,,,
GMC,Acadia,2019,31148,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,81980,,1GKKNSLS6KZ111299,,
Dodge,Grand Caravan,2017,18742,Grey,,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,134814,,2C4RDGDGXHR754858,,
Chrysler,200-Series,2016,14424,Black,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,116248,,1C3CCCAB5GN142948,,
GMC,Yukon,2020,43744,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,139292,,1GKS2GKC2LR172800,,
Ford,Fusion,2019,22877,Grey,,Used,Sedan,Front-wheel drive (FWD),Automatic,Hybrid-Electric,103515,,3FA6P0RU5KR155227,,
Jeep,Grand Cherokee,2018,27982,Red,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,122742,,1C4RJFBG7JC132402,,
Jeep,Wrangler,2016,26953,Black,,Used,"SUV, Crossover",Other,Gasoline,1C4HJWEG1GL300969,134202,,PA0285A,,
Dodge,Grand Caravan,2017,21997,Grey,,Used,"Minivan, Van",Other,Gasoline,2C4RDGEG7HR883543,105531,,PA3543,,
Dodge,Journey,2019,24933,Black,,Used,"SUV, Crossover",Other,Gasoline,3C4PDDFG2KT732439,82176,,S12439,,
Jeep,Grand Cherokee,2020,39546,Blue,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,45531,,1C4RJFBG0LC353813,,
Dodge,Grand Caravan,2017,18742,Grey,,Used,"Minivan, Van",Other,Gasoline,2C4RDGDGXHR754858,134814,,N165554AA,,
Jeep,Grand Cherokee,2021,51535,Red,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,65097,,1C4RJKDGXM8127286,,
Hyundai,Tucson,2016,14731,Grey,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,197960,,KM8J3CA48GU071816,,
Ram,1500,2017,30536,Orange,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,126435,,1C6RR7MT7HS585936,,
Nissan,Frontier,2017,24877,Blue,,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Gasoline,43126,,1N6AD0CU7HN724142,,
Cadillac,XT4,2021,34987,Silver,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,41317,,1GYFZFR47MF000986,,
Jeep,Compass,2021,31877,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,81502,,3C4NJDDB9MT531194,,
Buick,Encore,2020,27396,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,34089,,KL4MMESL2LB130391,,
Ram,2500,2019,73686,Black,,Used,Pickup Truck,4 x 4,Automatic,Diesel,45107,,3C6UR5SL1KG573054,,
Jeep,Cherokee,2016,16877,Red,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,158901,,1C4PJMAS5GW298586,,
Jeep,Compass,2021,30444,White,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,79850,,3C4NJDBB8MT572936,,
Nissan,Leaf,2016,12211,Grey,,Used,Hatchback,Front-wheel drive (FWD),Automatic,Electric,89740,,1N4AZ0CP0GC309503,,
Chrysler,Pacifica,2021,34398,Grey,,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,79131,,2C4RC1BG1MR582975,,
Audi,A3,2018,26987,Grey,,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,74569,,WAUK8GFF7J1051221,,
Dodge,Durango,2017,24994,Grey,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,152578,,1C4RDJDG4HC823789,,
Dodge,Durango,2017,25987,Red,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,133463,,1C4RDJDG0HC723012,,
Dodge,Grand Caravan,2015,15999,"Minivan, Van",,Used,Front-wheel drive (FWD),Automatic,Gasoline,,173000,,,,
Kia,Rio,2012,11500,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,105000,,,,
Audi,RS5,2018,58049,Other,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,113754,,WUARWAF59JA903860,,
Ford,Edge,2016,16844,Blue,,Used,"SUV, Crossover",Other,Gasoline,2FMPK4J98GBC01713,141873,,PA1713,,
Jeep,Wrangler,2016,26953,Black,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,134202,,1C4HJWEG1GL300969,,
Hyundai,Elantra,2017,14365,Black,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,139996,,KMHD84LF0HU308321,,
Dodge,Durango,2022,50877,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,29109,,1C4RDJEG5NC194490,,
Hyundai,Tucson,2016,16798,Brown,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,135888,,KM8J3CA42GU212864,,
Jaguar,F-Type,2019,56990,Grey,,Used,Other,Rear-wheel drive (RWD),Automatic,Gasoline,52670,,SAJDD1EV7KCK61399,,
Jaguar,XE,2018,25490,Grey,,Used,Other,All-wheel drive (AWD),Automatic,Diesel,99207,,SAJAK4FN3JCP17292,,
Chevrolet,Colorado,2017,26990,Orange,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,124094,,1GCGTBEN3H1322711,,
Mitsubishi,Eclipse Cross,2020,22990,Brown,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,88039,,JA4AT3AA6LZ602030,,
Mazda,CX-5,2019,27495,Grey,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,39085,,JM3KFBCM4K0643382,,
Toyota,RAV4,2019,34495,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Hybrid-Electric,45405,,2T3BWRFV0KW006667,,
Chevrolet,Silverado 1500,2014,21836,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,122234,,1GCVKREC0EZ200953,,
Ram,2500,2019,71508,Grey,,Used,Pickup Truck,4 x 4,Automatic,Diesel,29833,,3C6UR5NL9KG512451,,
Chrysler,Pacifica,2021,34892,Grey,,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,78828,,2C4RC1BG1MR583219,,
Chevrolet,Sonic,2018,13994,White,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,149975,,1G1JD5SH5J4103281,,
Jeep,Compass,2021,21788,Black,,Used,"SUV, Crossover",Other,Gasoline,3C4NJDAB1MT510795,115925,,S10795,,
Chevrolet,Corvette,2006,75000,Black,,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,42000,,,,
Buick,Verano,2017,12000,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,212000,,,,
Honda,Civic,2020,28490,White,,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,53642,,SHHFK7H99LU303573,,
Jaguar,F-Pace,2020,46490,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,18000,,SADCJ2FX1LA662649,,
GMC,Canyon,2008,3888,Burgundy,,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Gasoline,17400,,,,
Kia,Sportage,2017,19990,Blue,,Used,"SUV, Crossover",Other,Automatic,Gasoline,96486,,KNDPM3AC5H7125446,,
Volkswagen,Taos,2022,32990,Blue,,Used,"SUV, Crossover",Other,Automatic,Gasoline,68810,,3VVEX7B26NM001023,,
Buick,Encore,2019,29990,Black,,Used,"SUV, Crossover",Other,Automatic,Gasoline,60199,,KL4CJASB6KB888740,,
Kia,Sportage,2019,27990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,91103,,KNDPMCAC0K7583869,,
Nissan,Rogue,2015,14990,Blue,,Used,"SUV, Crossover",Other,Automatic,Gasoline,115130,,5N1AT2MT0FC890871,,
Hyundai,Kona,2020,29990,Red,,Used,"SUV, Crossover",Other,Automatic,Gasoline,61692,,KM8K22AAXLU599066,,
Jeep,Grand Cherokee,2022,62975,Grey,,Used,"SUV, Crossover",4 x 4,Hybrid-Electric,1C4RJYB69N8734715,17896,,U3618,,
Subaru,Forester,2014,9900,Silver,,Used,"SUV, Crossover",All-wheel drive (AWD),Manual,Gasoline,175000,,,,
Toyota,Venza,2009,12500,"SUV, Crossover",,Used,Front-wheel drive (FWD),Automatic,Gasoline,V 6,190000,,,,
Dodge,Grand Caravan,2015,15999,"Minivan, Van",,Used,Front-wheel drive (FWD),Automatic,Gasoline,,173000,,,,
Hyundai,Kona,2020,29990,Red,,Used,"SUV, Crossover",Other,Automatic,Gasoline,61692,,KM8K22AAXLU599066,,
Chevrolet,Trailblazer,2021,26990,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,99630,,KL79MSSL6MB178162,,
Honda,Civic,2019,21990,Grey,,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,72017,,2HGFC2F55KH039232,,
Land Rover,Range Rover Sport,2015,37790,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,132000,,SALWR2TF5FA531654,,
Nissan,Qashqai,2019,21990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,52000,,JN1BJ1CR8KW328629,,
Volvo,XC90,2021,61490,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,44502,,YV4A22PMXM1755740,,
Land Rover,Range Rover,2019,69900,Blue,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,58246,,SALGS2SV9KA561431,,
Land Rover,Discovery Sport,2020,37900,Black,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,63299,,SALCJ2FX4LH837004,,
Land Rover,Range Rover Evoque,2020,39490,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,35045,,SALZJ2FX4LH116742,,
Mitsubishi,RVR,2023,29199,Brown,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,12203,,JA4AJVAW6PU600875,,
Ford,C-Max,2013,13900,Silver,,Used,Other,Front-wheel drive (FWD),Automatic,Hybrid-Electric,70067,,1FADP5BU6DL546306,,
Nissan,Sentra,2023,26990,Black,,Used,Sedan,Other,Automatic,Gasoline,3785,,3N1AB8CV4PY299073,,
Honda,Accord,2018,27990,Grey,,Used,Sedan,Other,Automatic,Gasoline,133859,,1HGCV1F55JA806100,,
Mazda,Mazda3 Sport,2022,38990,Grey,,Used,Hatchback,All-wheel drive (AWD),Automatic,Gasoline,8705,,JM1BPBMY0N1518076,,
Hyundai,Tucson,2019,22249,Grey,,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,52110,,KM8J23A48KU027360,,
Hyundai,Santa Fe,2017,17495,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,127125,,5XYZUDLB6HG400022,,
Hyundai,Santa Fe,2013,11495,Silver,,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,177234,,5XYZU3LA5DG008855,,
Hyundai,Tucson,2019,24495,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,65306,,KM8J3CA45KU959593,,
Mitsubishi,Eclipse Cross,2020,28999,Red,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,57491,,JA4AT4AA1LZ609473,,
Mercedes-Benz,E-Class,2005,6900,Other,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,129498,,WDBUF82J85X168969,,
Ford,F-150,2016,26990,Grey,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,156921,,1FTFW1EF1GFC68333,,
Jeep,Wrangler,2015,24314,Brown,,Used,Other,4 x 4,Automatic,Gasoline,148534,,1C4BJWEG3FL713562,,
Ford,F-150,2020,35700,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,150397,,1FTEW1EP8LKF42424,,
Ford,F-150,2020,39900,Grey,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,74584,,1FTFW1E50LKF22560,,
Toyota,Avalon,2015,25900,Blue,,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,57051,,4T1BK1EB2FU176483,,
Hyundai,Accent,2016,9999,Black,,Used,Other,Front-wheel drive (FWD),Manual,Gasoline,95252,,KMHCT5AE5GU296367,,
Mercedes-Benz,GLA,2017,23990,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,104000,,WDCTG4GB7HJ296853,,
Mitsubishi,Eclipse Cross,2019,25749,Black,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,49564,,JA4AT4AA5KZ600757,,
Mitsubishi,Outlander,2018,20999,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,142140,,JA4JZ3AX9JZ614740,,
Ford,F-150,2018,33990,Silver,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,94558,,1FTEW1EP6JFC90162,,
Infiniti,QX60,2020,32990,"SUV, Crossover",,Used,All-wheel drive (AWD),Automatic,Gasoline,5N1DL0MM8LC500248,88565,,NIP9648,,
Kia,Seltos,2022,34990,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,30825,,KNDETCA20M7085059,,
BMW,X3,2021,39990,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,79472,,5UXTY5C02M9G99651,,
GMC,Acadia,2022,45990,Red,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,40958,,1GKKNRL4XNZ141324,,
Nissan,Kicks,2019,20990,Blue,,Used,"SUV, Crossover",Other,Automatic,Gasoline,65805,,3N1CP5CU0KL554393,,
Ford,EcoSport,2019,24990,White,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,91824,,MAJ6S3KLXKC275900,,
Mercedes-Benz,GLE,2017,36990,Other,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,66410,,4JGDA5GB1HA838235,,
Porsche,Panamera,2018,89845,Black,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,51459,,WP0AB2A77JL131996,,
Dodge,Grand Caravan,2015,15999,"Minivan, Van",,Used,Front-wheel drive (FWD),Automatic,Gasoline,,173000,,,,
Kia,Rio,2012,11500,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,105000,,,,
Ford,EcoSport,2019,24990,White,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,91824,,MAJ6S3KLXKC275900,,
Buick,Encore,2020,22990,Grey,,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,42004,,KL4CJASB7LB059385,,
GMC,Savana,2017,24995,White,,Used,Other,4 x 4,Automatic,Gasoline,142787,,1GTW7AFF5H1159559,,
Nissan,Frontier,2022,42995,Grey,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,25751,,1N6ED1FK1NN635826,,
Nissan,Rogue,2015,13990,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,130956,,5N1AT2MM8FC888603,,
Chevrolet,Cruze,2014,6990,Black,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,113154,,1G1PC5SBXE7390923,,
Chevrolet,Cruze,2014,6741,Blue,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,167114,,1G1PC5SB2E7308831,,
GMC,Sierra 1500,2013,10990,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,177636,,1GTR2VE72DZ383218,,
Cadillac,SRX,2011,4990,Other,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,178284,,3GYFNEEY6BS658659,,
MINI,Cooper S Countryman,2018,23990,Green,,Used,Hatchback,All-wheel drive (AWD),Manual,Gasoline,103328,,WMZYT5C39J3E69037,,
Honda,CR-V,2023,40990,Grey,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,9401,,2HKRS4H53PH106769,,
Chevrolet,Bolt,2020,32990,Blue,,Used,Other,All-wheel drive (AWD),Automatic,Hybrid-Electric,56104,,1G1FY6S03L4130718,,
Kia,Sorento,2019,31990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,54160,,5XYPKDA5XKG517491,,
MINI,Mini Cooper,2020,25990,Red,,Used,Hatchback,Other,Automatic,Gasoline,96497,,WMWXR3C08L2M13324,,
Chevrolet,Silverado 1500,2019,35990,Grey,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,128873,,1GCRYBEH9KZ295687,,
Nissan,Sentra,2020,23990,Blue,,Used,Sedan,Other,Automatic,Gasoline,53894,,3N1AB8DVXLY268943,,
Ford,Mustang,2014,35000,,,Used,,,,,53000,,,,
Mercedes-Benz,SL-Class,2016,75000,,,Used,,,,,68000,,,,
Toyota,Highlander,2021,62990,Silver,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Electric,34700,,5TDDBRCH3MS039265,,
Toyota,Corolla,2021,26990,Grey,,Used,Sedan,Other,Automatic,Gasoline,19411,,5YFBPMBE7MP230828,,
Nissan,Sentra,2021,22990,Sedan,,Used,Other,Manual,Gasoline,3N1AB8BV3MY248344,43268,,NHP9660,,
Toyota,RAV4,2021,39990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,65684,,2T3R1RFV8MC146807,,
Buick,Enclave,2021,36990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,79580,,5GAEVAKW4MJ168840,,
Toyota,C-HR,2021,29990,Brown,,Used,Other,Other,Automatic,Gasoline,36472,,JTNKHMBX8M1123267,,
Land Rover,Range Rover Evoque,2020,40490,Black,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,67017,,SALZP2FX2LH095016,,
Cadillac,XTS,2018,26989,Black,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,123000,,2G61N5S33J9172799,,
Mercedes-Benz,E-Class,2020,52990,Black,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,25450,,W1KZF6JB8LA825197,,
Ford,F-150,2021,52990,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,43559,,1FTEW1EP0MKE01641,,
Lincoln,Corsair,2020,33701,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,85666,,5LMCJ1D99LUL02417,,
Ford,F-350,2022,92900,Black,,Used,Pickup Truck,4 x 4,Automatic,Diesel,69807,,1FT8W3BT1NED36048,,
Kia,Rio,2012,11500,Sedan,,Used,Front-wheel drive (FWD),Automatic,Gasoline,,105000,,,,
Porsche,Panamera,2018,89845,Black,,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,51459,,WP0AB2A77JL131996,,
Mercedes-Benz,GLE,2017,36990,Other,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,66410,,4JGDA5GB1HA838235,,
Hyundai,Santa Fe,2018,21332,"SUV, Crossover",,Used,All-wheel drive (AWD),Automatic,Gasoline,5XYZTDLB8JG525824,130386,,PA5824,,
Chevrolet,Silverado 1500,2021,51749,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,56875,,3GCPYFEDXMG250305,,
Hyundai,Santa Fe,2018,23425,Red,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,130514,,5XYZUDLA4JG558579,,
Chevrolet,Equinox,2016,18990,Red,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,93018,,2GNFLFE32G6324471,,
Hyundai,Elantra,2017,13965,Black,,Used,Other,Front-wheel drive (FWD),Manual,Gasoline,83553,,5NPD74LF8HH047814,,
